Date,Open,High,Low,Close,Adj Close,Volume
2014-12-05,444.32,454.02,436.57,445.92,445.92,861858
2014-12-06,414.96,429.68,408.1,415.05,415.05,966624
2014-12-07,422.82,424.99,414.5,424.16,424.16,563585
2014-12-08,428.96,439.17,418.62,427.19,427.19,524392
2014-12-09,443.68,450.23,439.44,435.87,435.87,639435
2014-12-10,417.58,430.53,408.24,416.35,416.35,533587
2014-12-11,396.96,405.52,397.27,398.62,398.62,959852
2014-12-12,407.7,417.13,398.13,412.34,412.34,566672
2014-12-13,411.4,413.0,409.52,413.62,413.62,380326
2014-12-14,420.3,427.54,405.61,419.57,419.57,339837
2014-12-15,423.23,423.96,414.31,421.41,421.41,751659
2014-12-16,414.89,423.43,403.09,413.3,413.3,820119
2014-12-17,417.28,429.0,413.87,415.95,415.95,720937
2014-12-18,424.16,425.58,416.25,423.87,423.87,323191
2014-12-19,408.93,412.89,402.69,404.77,404.77,142263
2014-12-20,445.38,452.6,432.22,442.36,442.36,188956
2014-12-21,449.24,454.7,449.86,448.51,448.51,318055
2014-12-22,431.01,441.8,418.18,428.37,428.37,864735
2014-12-23,439.9,443.79,430.61,448.55,448.55,477663
2014-12-24,425.64,427.46,422.4,421.8,421.8,881597
2014-12-25,438.22,452.74,428.97,437.33,437.33,101330
2014-12-26,458.9,470.38,453.89,461.19,461.19,355624
2014-12-27,450.69,457.87,440.34,451.39,451.39,175798
2014-12-28,461.28,468.96,460.06,463.28,463.28,35623
2014-12-29,475.26,482.14,464.31,476.0,476.0,507583
2014-12-30,493.47,497.45,478.03,493.96,493.96,638507
2014-12-31,522.61,537.23,521.18,524.67,524.67,255398
2015-01-01,525.03,533.65,513.07,521.26,521.26,215589
2015-01-02,505.31,516.59,497.17,505.63,505.63,648377
2015-01-03,485.95,496.77,480.0,495.36,495.36,313144
2015-01-04,474.17,479.03,474.35,468.6,468.6,334638
2015-01-05,478.14,484.94,461.78,471.29,471.29,474457
2015-01-06,476.21,484.17,474.3,483.5,483.5,359316
2015-01-07,487.5,496.76,482.82,487.6,487.6,719387
2015-01-08,503.44,506.95,499.77,502.46,502.46,715355
2015-01-09,507.85,513.54,496.78,504.69,504.69,830308
2015-01-10,530.24,546.68,520.47,529.84,529.84,119217
2015-01-11,531.41,532.96,523.48,528.38,528.38,969574
2015-01-12,592.95,591.88,577.53,590.85,590.85,353832
2015-01-13,608.33,608.66,604.52,613.58,613.58,891497
2015-01-14,591.5,596.97,577.94,582.11,582.11,591512
2015-01-15,565.81,576.5,545.45,568.38,568.38,550653
2015-01-16,568.34,574.36,560.33,576.07,576.07,30663
2015-01-17,568.61,581.47,565.35,560.75,560.75,983940
2015-01-18,584.7,591.89,577.08,589.84,589.84,367754
2015-01-19,595.3,606.15,593.38,589.24,589.24,104376
2015-01-20,595.73,612.92,588.98,605.2,605.2,608563
2015-01-21,575.57,582.65,563.41,583.36,583.36,510591
2015-01-22,542.69,551.01,530.85,540.12,540.12,910661
2015-01-23,539.35,534.45,530.57,530.34,530.34,457427
2015-01-24,548.74,554.65,537.98,551.32,551.32,142981
2015-01-25,563.21,562.83,548.57,556.09,556.09,586171
2015-01-26,531.56,532.22,525.71,529.74,529.74,275857
2015-01-27,537.22,546.05,527.83,532.98,532.98,144686
2015-01-28,548.25,551.63,534.77,546.64,546.64,501841
2015-01-29,524.69,534.81,517.32,520.86,520.86,885529
2015-01-30,529.09,532.6,522.1,535.33,535.33,21734
2015-01-31,530.53,536.21,523.44,536.47,536.47,949213
2015-02-01,506.87,518.26,505.45,507.78,507.78,417101
2015-02-02,520.27,530.82,503.3,521.34,521.34,596910
2015-02-03,531.48,528.8,519.42,524.0,524.0,603555
2015-02-04,547.51,566.56,549.65,543.84,543.84,407557
2015-02-05,571.53,586.01,562.8,578.1,578.1,564723
2015-02-06,544.81,554.82,530.33,544.9,544.9,13976
2015-02-07,521.7,533.82,510.98,526.98,526.98,608198
2015-02-08,538.58,538.42,531.35,543.74,543.74,518969
2015-02-09,544.99,550.38,546.67,556.64,556.64,996373
2015-02-10,561.02,570.88,552.05,563.03,563.03,399506
2015-02-11,648.28,661.43,652.52,659.92,659.92,655465
2015-02-12,667.93,688.84,651.61,662.02,662.02,571100
2015-02-13,704.59,710.67,698.24,694.96,694.96,969032
2015-02-14,729.76,733.14,724.46,735.1,735.1,977074
2015-02-15,757.04,765.95,740.72,748.32,748.32,899273
2015-02-16,746.61,747.59,732.55,739.86,739.86,712759
2015-02-17,762.36,776.57,746.29,760.13,760.13,442653
2015-02-18,735.1,757.37,731.68,744.23,744.23,221194
2015-02-19,740.52,755.3,731.67,728.49,728.49,321051
2015-02-20,727.81,739.03,716.08,724.62,724.62,121992
2015-02-21,729.47,739.52,713.75,717.72,717.72,869308
2015-02-22,789.85,811.99,792.25,785.35,785.35,442939
2015-02-23,746.45,760.06,725.52,735.33,735.33,823087
2015-02-24,756.59,767.01,747.36,754.13,754.13,246170
2015-02-25,716.54,713.36,698.04,721.66,721.66,974337
2015-02-26,706.28,706.28,680.85,691.21,691.21,212168
2015-02-27,728.46,737.12,712.29,725.23,725.23,287141
2015-02-28,740.81,749.4,713.95,735.88,735.88,67876
2015-03-01,701.68,717.76,699.2,703.97,703.97,635521
2015-03-02,691.57,697.24,682.34,675.71,675.71,647948
2015-03-03,701.41,704.83,698.1,694.07,694.07,158085
2015-03-04,690.96,699.72,666.36,694.78,694.78,33862
2015-03-05,685.09,697.97,671.1,694.55,694.55,577736
2015-03-06,695.98,706.9,675.21,690.28,690.28,482034
2015-03-07,676.22,687.07,673.55,675.18,675.18,439824
2015-03-08,736.56,744.46,715.94,731.72,731.72,872044
2015-03-09,752.23,759.47,746.81,752.89,752.89,119849
2015-03-10,700.98,700.09,697.92,701.24,701.24,901492
2015-03-11,699.55,721.46,694.56,711.99,711.99,172966
2015-03-12,686.79,704.97,685.11,679.56,679.56,182721
2015-03-13,706.92,724.28,698.84,717.68,717.68,63104
2015-03-14,695.09,690.95,681.81,680.99,680.99,208531
2015-03-15,679.74,694.48,676.46,680.34,680.34,565109
2015-03-16,696.56,716.09,687.88,691.04,691.04,180012
2015-03-17,722.3,743.03,707.12,718.22,718.22,515618
2015-03-18,691.37,695.02,678.81,701.23,701.23,667295
2015-03-19,680.25,683.9,675.0,683.07,683.07,483793
2015-03-20,671.45,685.92,655.06,663.06,663.06,13467
2015-03-21,659.65,661.77,636.98,663.8,663.8,929577
2015-03-22,706.22,708.61,700.72,711.24,711.24,516907
2015-03-23,716.44,715.58,703.88,720.76,720.76,8691
2015-03-24,675.07,691.69,674.85,689.51,689.51,440754
2015-03-25,709.42,724.73,705.68,700.75,700.75,655403
2015-03-26,764.77,792.02,754.46,777.67,777.67,156562
2015-03-27,807.61,816.64,782.22,807.58,807.58,803120
2015-03-28,752.48,767.94,752.57,764.65,764.65,623793
2015-03-29,741.12,744.24,724.26,748.96,748.96,51650
2015-03-30,779.23,794.43,761.55,777.96,777.96,670189
2015-03-31,765.82,769.03,739.5,766.62,766.62,659446
2015-04-01,768.81,788.71,768.43,769.08,769.08,241681
2015-04-02,800.66,808.94,777.93,795.5,795.5,3590
2015-04-03,765.61,776.68,763.71,762.05,762.05,958397
2015-04-04,773.06,772.1,757.15,779.96,779.96,598684
2015-04-05,682.31,683.22,675.8,672.59,672.59,392941
2015-04-06,649.33,652.06,649.32,650.58,650.58,956680
2015-04-07,644.0,647.57,630.24,642.06,642.06,68484
2015-04-08,618.53,631.45,605.11,621.75,621.75,913916
2015-04-09,655.47,663.92,650.15,651.95,651.95,103267
2015-04-10,619.1,629.14,615.72,624.43,624.43,231069
2015-04-11,609.89,624.9,596.7,615.43,615.43,944799
2015-04-12,614.94,630.92,612.61,611.44,611.44,39131
2015-04-13,644.39,660.85,633.79,647.12,647.12,176965
2015-04-14,617.68,628.7,612.28,618.3,618.3,275068
2015-04-15,642.65,649.79,639.78,651.45,651.45,629479
2015-04-16,638.75,650.17,636.79,649.19,649.19,405067
2015-04-17,623.5,627.44,610.93,614.88,614.88,795166
2015-04-18,630.47,644.77,625.29,639.38,639.38,174753
2015-04-19,632.49,650.63,631.45,635.43,635.43,770855
2015-04-20,624.62,628.85,604.94,624.38,624.38,645693
2015-04-21,629.95,627.7,613.17,631.42,631.42,6293
2015-04-22,620.91,627.82,615.7,610.37,610.37,316347
2015-04-23,625.1,621.81,611.44,624.72,624.72,506365
2015-04-24,641.24,647.61,619.85,638.4,638.4,932324
2015-04-25,672.04,692.92,672.66,686.81,686.81,855259
2015-04-26,644.98,660.11,644.69,640.16,640.16,965667
2015-04-27,709.16,720.6,688.64,703.0,703.0,668751
2015-04-28,650.52,669.34,640.41,658.78,658.78,757362
2015-04-29,650.15,658.57,637.73,639.48,639.48,766230
2015-04-30,666.23,679.38,663.75,657.08,657.08,785030
2015-05-01,671.05,685.37,670.03,682.77,682.77,305114
2015-05-02,662.15,660.52,644.57,652.51,652.51,703183
2015-05-03,651.96,652.42,647.85,661.22,661.22,293940
2015-05-04,639.25,645.16,630.03,633.61,633.61,100345
2015-05-05,631.52,633.61,615.07,622.69,622.69,903677
2015-05-06,647.34,659.41,641.92,652.34,652.34,608415
2015-05-07,653.04,674.02,638.56,660.38,660.38,764536
2015-05-08,639.98,643.58,623.64,641.37,641.37,561677
2015-05-09,667.95,666.28,649.4,664.38,664.38,266496
2015-05-10,676.25,691.97,670.96,679.46,679.46,385287
2015-05-11,699.33,697.57,693.1,689.78,689.78,477814
2015-05-12,716.59,723.86,703.07,712.39,712.39,684532
2015-05-13,687.5,703.03,687.56,683.75,683.75,667297
2015-05-14,681.02,687.11,656.28,678.07,678.07,618945
2015-05-15,702.69,699.0,693.88,691.98,691.98,474354
2015-05-16,710.63,716.23,704.55,711.44,711.44,894708
2015-05-17,709.69,717.24,707.17,714.36,714.36,876104
2015-05-18,725.75,731.54,705.13,708.71,708.71,722841
2015-05-19,762.8,769.58,754.29,747.95,747.95,479564
2015-05-20,745.92,745.29,730.55,744.23,744.23,205581
2015-05-21,762.93,771.57,750.84,755.47,755.47,942056
2015-05-22,752.21,770.07,731.57,759.81,759.81,932622
2015-05-23,747.85,746.59,744.76,750.02,750.02,12290
2015-05-24,780.5,791.45,758.42,768.28,768.28,812555
2015-05-25,799.37,823.29,786.46,809.44,809.44,213991
2015-05-26,838.05,840.27,826.51,823.79,823.79,978055
2015-05-27,879.46,887.49,858.55,886.78,886.78,53136
2015-05-28,883.41,897.03,879.99,893.8,893.8,982390
2015-05-29,905.94,930.3,879.62,906.74,906.74,118278
2015-05-30,895.29,917.19,881.29,900.35,900.35,994406
2015-05-31,901.89,923.73,899.59,900.69,900.69,985837
2015-06-01,899.86,923.66,894.03,902.17,902.17,486208
2015-06-02,901.9,918.04,906.29,917.8,917.8,962520
2015-06-03,925.05,948.62,903.1,921.43,921.43,415643
2015-06-04,910.0,914.08,900.41,895.13,895.13,527545
2015-06-05,974.15,986.54,961.68,979.35,979.35,593021
2015-06-06,938.67,962.87,930.49,949.02,949.02,664582
2015-06-07,900.66,914.04,873.44,895.68,895.68,157259
2015-06-08,944.49,952.55,935.46,954.5,954.5,736048
2015-06-09,966.77,1000.13,957.97,961.67,961.67,414997
2015-06-10,1004.79,999.54,984.46,995.05,995.05,651178
2015-06-11,1031.01,1034.87,1003.55,1031.59,1031.59,389826
2015-06-12,1020.09,1027.23,1023.39,1017.05,1017.05,405220
2015-06-13,985.93,1012.89,984.36,994.77,994.77,370322
2015-06-14,1002.63,1014.86,987.52,983.91,983.91,845032
2015-06-15,974.44,977.76,946.7,955.24,955.24,157587
2015-06-16,1011.43,1027.87,1001.73,995.99,995.99,606240
2015-06-17,993.97,1014.25,985.1,1015.27,1015.27,465904
2015-06-18,968.97,992.58,964.29,972.07,972.07,466924
2015-06-19,960.07,972.0,934.14,967.46,967.46,511798
2015-06-20,969.58,987.75,948.1,970.78,970.78,921689
2015-06-21,953.7,981.46,939.84,957.34,957.34,91888
2015-06-22,926.41,931.5,914.77,924.4,924.4,249492
2015-06-23,931.12,937.72,927.78,946.84,946.84,648899
2015-06-24,949.61,960.86,942.89,951.31,951.31,579764
2015-06-25,932.39,953.02,918.63,932.49,932.49,359423
2015-06-26,906.32,919.84,891.68,897.15,897.15,949716
2015-06-27,924.97,920.45,904.04,920.11,920.11,93154
2015-06-28,860.85,876.57,843.16,866.87,866.87,993201
2015-06-29,826.43,833.35,811.13,831.42,831.42,123537
2015-06-30,792.73,802.15,781.65,792.46,792.46,704893
2015-07-01,785.51,807.76,780.49,786.65,786.65,215075
2015-07-02,804.95,826.7,790.33,800.54,800.54,350269
2015-07-03,851.67,863.7,845.3,845.59,845.59,169702
2015-07-04,889.8,891.99,870.55,872.78,872.78,987110
2015-07-05,875.27,888.22,865.27,887.08,887.08,766604
2015-07-06,873.97,880.74,859.1,879.24,879.24,337243
2015-07-07,843.89,866.24,820.06,853.03,853.03,485006
2015-07-08,843.18,854.43,835.59,852.31,852.31,769595
2015-07-09,832.31,844.61,833.85,829.45,829.45,654257
2015-07-10,849.71,863.18,833.83,847.64,847.64,410801
2015-07-11,823.79,830.41,806.15,809.29,809.29,621121
2015-07-12,843.32,853.7,833.18,847.84,847.84,836672
2015-07-13,899.5,892.71,870.74,888.51,888.51,802204
2015-07-14,883.77,909.59,861.68,885.08,885.08,736351
2015-07-15,906.92,928.5,877.4,897.67,897.67,466051
2015-07-16,927.07,947.12,923.54,927.94,927.94,207796
2015-07-17,918.22,941.18,890.95,908.16,908.16,374134
2015-07-18,923.51,928.15,904.43,920.48,920.48,113315
2015-07-19,934.3,938.41,912.56,933.48,933.48,361197
2015-07-20,933.78,946.31,914.45,938.85,938.85,874523
2015-07-21,910.11,917.68,878.96,896.65,896.65,751219
2015-07-22,909.6,914.43,890.54,902.71,902.71,674298
2015-07-23,929.9,931.82,912.14,932.81,932.81,678343
2015-07-24,984.53,982.1,963.9,965.25,965.25,669234
2015-07-25,1016.63,1029.42,999.79,1029.34,1029.34,91341
2015-07-26,1104.36,1115.28,1103.57,1100.52,1100.52,61896
2015-07-27,1074.39,1100.91,1048.07,1082.95,1082.95,440425
2015-07-28,1105.61,1123.32,1093.74,1119.09,1119.09,33822
2015-07-29,1125.98,1127.42,1104.06,1127.23,1127.23,677110
2015-07-30,1229.57,1249.82,1225.78,1242.7,1242.7,889767
2015-07-31,1191.89,1212.56,1169.69,1177.05,1177.05,960587
2015-08-01,1163.79,1183.02,1148.68,1147.57,1147.57,118828
2015-08-02,1135.72,1145.95,1123.79,1127.74,1127.74,385910
2015-08-03,1028.52,1046.26,1019.15,1045.2,1045.2,684306
2015-08-04,1012.13,1039.24,1002.53,1006.16,1006.16,133624
2015-08-05,983.73,1001.2,967.82,994.18,994.18,336475
2015-08-06,989.2,994.33,989.31,988.98,988.98,137343
2015-08-07,1012.43,1023.51,993.41,997.03,997.03,867633
2015-08-08,1086.25,1115.3,1080.04,1094.16,1094.16,853083
2015-08-09,1130.33,1142.12,1095.28,1114.85,1114.85,889349
2015-08-10,1111.63,1113.65,1085.25,1104.33,1104.33,161066
2015-08-11,1072.25,1070.31,1043.75,1051.78,1051.78,290330
2015-08-12,1079.77,1092.71,1077.15,1083.09,1083.09,31267
2015-08-13,1037.06,1046.05,1029.71,1035.78,1035.78,826572
2015-08-14,1110.59,1131.9,1079.47,1113.9,1113.9,770794
2015-08-15,1161.88,1169.5,1156.66,1163.34,1163.34,943439
2015-08-16,1135.59,1178.2,1131.33,1143.46,1143.46,819180
2015-08-17,1070.59,1095.12,1049.99,1062.09,1062.09,615427
2015-08-18,1128.09,1151.27,1130.52,1129.86,1129.86,398053
2015-08-19,1121.49,1155.1,1099.69,1142.42,1142.42,590163
2015-08-20,1189.86,1188.1,1166.17,1197.71,1197.71,496053
2015-08-21,1118.9,1128.83,1103.62,1101.06,1101.06,194766
2015-08-22,1081.86,1107.97,1085.4,1072.07,1072.07,403826
2015-08-23,1078.7,1115.57,1083.2,1102.67,1102.67,29615
2015-08-24,1099.04,1117.08,1062.12,1092.31,1092.31,208716
2015-08-25,1062.3,1081.73,1050.74,1074.03,1074.03,891567
2015-08-26,1110.38,1131.83,1092.51,1110.03,1110.03,416563
2015-08-27,1058.28,1059.52,1053.51,1049.72,1049.72,559350
2015-08-28,1046.69,1078.01,1028.67,1049.86,1049.86,842554
2015-08-29,1050.99,1087.11,1038.2,1071.19,1071.19,180503
2015-08-30,1068.57,1084.9,1066.07,1084.74,1084.74,74086
2015-08-31,1105.34,1135.29,1099.09,1099.67,1099.67,291349
2015-09-01,1055.48,1064.47,1056.27,1051.49,1051.49,805891
2015-09-02,1002.95,1012.88,980.6,991.83,991.83,768494
2015-09-03,1046.99,1070.34,1023.33,1062.45,1062.45,243407
2015-09-04,1069.59,1087.6,1063.34,1062.42,1062.42,942254
2015-09-05,1040.15,1067.43,1019.68,1023.37,1023.37,242245
2015-09-06,1101.16,1127.92,1091.55,1120.36,1120.36,815161
2015-09-07,1101.3,1127.69,1096.74,1100.63,1100.63,251967
2015-09-08,1155.47,1194.6,1157.38,1149.11,1149.11,826017
2015-09-09,1159.27,1203.73,1141.39,1161.13,1161.13,84698
2015-09-10,1278.02,1272.78,1253.42,1261.82,1261.82,46635
2015-09-11,1360.57,1405.8,1343.28,1362.35,1362.35,176926
2015-09-12,1361.11,1356.59,1340.72,1370.16,1370.16,732586
2015-09-13,1405.92,1442.24,1400.16,1423.86,1423.86,554392
2015-09-14,1444.46,1457.97,1442.09,1443.94,1443.94,277914
2015-09-15,1528.79,1534.46,1495.65,1524.31,1524.31,260258
2015-09-16,1477.97,1491.12,1463.04,1474.13,1474.13,916182
2015-09-17,1507.0,1543.11,1482.52,1502.21,1502.21,768993
2015-09-18,1568.63,1598.66,1562.08,1559.36,1559.36,909677
2015-09-19,1476.05,1476.81,1456.01,1493.83,1493.83,470209
2015-09-20,1402.5,1432.68,1387.56,1394.14,1394.14,911443
2015-09-21,1296.67,1333.31,1283.84,1286.42,1286.42,502554
2015-09-22,1289.05,1300.05,1281.4,1284.22,1284.22,674317
2015-09-23,1323.6,1332.35,1311.46,1323.43,1323.43,56178
2015-09-24,1410.26,1425.55,1378.86,1386.55,1386.55,882587
2015-09-25,1413.43,1414.23,1383.97,1397.27,1397.27,546116
2015-09-26,1515.68,1545.57,1495.49,1502.93,1502.93,804603
2015-09-27,1434.46,1463.99,1408.85,1436.45,1436.45,756209
2015-09-28,1336.46,1359.1,1327.79,1324.66,1324.66,455681
2015-09-29,1338.42,1347.78,1325.23,1330.57,1330.57,505879
2015-09-30,1365.5,1387.9,1354.44,1357.71,1357.71,931650
2015-10-01,1352.86,1377.23,1318.25,1370.48,1370.48,910681
2015-10-02,1245.99,1279.09,1240.28,1241.65,1241.65,524277
2015-10-03,1251.3,1268.3,1236.22,1231.04,1231.04,522827
2015-10-04,1184.33,1210.21,1172.46,1182.0,1182.0,702626
2015-10-05,1205.03,1237.28,1210.81,1224.45,1224.45,260595
2015-10-06,1244.08,1249.73,1210.72,1219.95,1219.95,702299
2015-10-07,1178.64,1224.0,1187.12,1187.11,1187.11,15202
2015-10-08,1172.32,1185.47,1161.83,1149.65,1149.65,693502
2015-10-09,1124.82,1139.35,1097.39,1103.37,1103.37,458044
2015-10-10,1127.25,1124.51,1105.74,1116.55,1116.55,88367
